"Time,Date";"Acc,X";"Acc,Y";"Acc,Z";"Acc.Abs"
279320;-2,47;5,92;1,86;6,67529
279330;-2,70;5,69;1,48;6,46692
279340;-3,07;5,54;1,41;6,48439
279350;-3,36;5,46;1,49;6,58363
279360;-3,51;5,39;1,71;6,65334
279370;-3,22;5,69;1,86;6,79463
279380;-2,92;6,52;2,01;7,42562
279390;-2,78;7,13;2,24;7,97243
279400;-2,48;7,36;2,09;8,03953
279410;-2,48;7,51;1,72;8,09189
279420;-2,63;7,51;1,64;8,12348
279430;-3,22;7,74;1,57;8,52835
279440;-4,34;7,66;1,51;8,93312
279450;-5,60;7,05;1,96;9,21947
279460;-6,57;6,52;2,94;9,71336
279470;-7,24;6,45;3,70;10,37332
279480;-7,76;6,75;4,15;11,09169
279490;-7,47;7,66;4,23;11,50335
279500;-6,95;8,80;3,49;11,74152
279510;-7,10;10,24;2,82;12,77809
279520;-7,25;10,77;3,35;13,41159
279530;-7,18;11,45;3,81;14,04496
279540;-6,81;12,14;4,11;14,51176
279550;-6,52;12,67;4,63;14,98046
279560;-6,67;12,59;5,16;15,15252
279570;-6,14;10,85;4,99;13,42582
279580;-6,06;10,32;4,09;12,64467
279590;-5,84;11,23;4,09;13,30055
279600;-5,77;11,83;4,40;13,87939
279610;-5,99;11,83;4,62;14,04664
279620;-6,22;11,53;4,55;13,86548
279630;-6,59;11,00;4,32;13,52849
279640;-6,81;10,32;3,87;12,95061
279650;-6,80;9,79;3,42;12,39825
279660;-6,58;9,41;3,04;11,87373
279670;-6,43;8,95;2,96;11,41005
279680;-6,28;8,27;3,10;10,83434
279690;-5,90;7,81;3,25;10,31624
279700;-5,38;7,51;3,17;9,76511
279710;-4,78;7,05;3,01;9,03812
279720;-4,34;6,60;2,63;8,32096
279730;-4,11;6,22;2,17;7,76543
279740;-3,81;5,61;1,64;6,97991
279750;-3,66;4,93;1,33;6,28332
279760;-3,44;4,78;1,33;6,03382
279770;-3,07;5,08;1,26;6,06597
279780;-2,70;5,76;1,18;6,47219
279790;-2,48;6,52;1,56;7,14904
279800;-2,33;6,90;2,16;7,59784
279810;-2,55;7,21;2,61;8,07912
279820;-2,70;7,21;2,69;8,15217
279830;-2,70;7,05;2,54;7,96872
279840;-2,55;6,75;2,39;7,60109
279850;-2,47;6,30;2,08;7,07719
279860;-2,47;5,99;1,78;6,72248
279870;-2,70;5,92;1,63;6,70329
279880;-2,84;5,76;1,56;6,61358
279890;-2,92;5,61;1,48;6,49768
279900;-2,99;5,61;1,56;6,54914
279910;-2,92;5,61;1,78;6,57237
279920;-2,92;6,22;2,01;7,15994
279930;-3,07;6,98;2,17;7,92626
279940;-3,00;7,28;2,17;8,1686
279950;-3,37;7,66;1,73;8,54656
279960;-3,67;7,74;1,50;8,6942
279970;-4,27;7,66;1,43;8,88452
279980;-4,79;7,21;1,36;8,75611
279990;-5,16;6,75;1,58;8,64055
280000;-5,68;6,60;2,26;8,99272
280010;-6,35;6,68;3,09;9,71469
280020;-7,02;7,21;3,85;10,77009
280030;-7,17;7,89;4,61;11,61103
280040;-6,95;9,03;4,54;12,26139
280050;-6,96;10,54;3,95;13,23385
280060;-7,03;11,30;4,25;13,97449
280070;-6,96;11,76;4,26;14,31021
280080;-6,66;12,06;4,33;14,44387
280090;-6,74;11,99;4,41;14,43762
280100;-6,74;11,61;4,55;14,17049
280110;-6,29;10,62;4,39;13,09834
280120;-5,76;9,18;3,63;11,42678
280130;-5,76;10,01;3,41;12,04576
280140;-5,62;11,00;3,94;12,96393
280150;-5,62;11,61;4,54;13,67196
280160;-5,84;11,68;4,85;13,93098
280170;-6,14;11,38;4,77;13,78118
280180;-6,58;10,70;4,55;13,35624
280190;-6,80;10,01;3,87;12,70889
280200;-6,73;9,63;3,12;12,15637
280210;-6,43;9,48;2,59;11,74503
280220;-6,28;9,18;2,51;11,4004
280230;-6,35;8,65;2,81;11,09076
280240;-6,05;8,27;2,88;10,64341
280250;-5,53;8,12;2,87;10,23276
280260;-5,09;7,81;2,86;9,75206
280270;-4,71;7,13;2,63;8,94139
280280;-4,63;6,52;2,25;8,31178
280290;-4,48;5,92;1,65;7,60285
280300;-4,26;5,16;1,49;6,85139
280310;-3,81;4,70;1,56;6,24821
280320;-3,51;4,93;1,41;6,21406
280330;-3,29;5,69;1,26;6,6922
280340;-3,15;6,45;1,87;7,41168
280350;-3,00;7,05;2,39;8,02923
280360;-3,00;7,21;2,32;8,14209
280370;-2,85;7,21;2,32;8,0881
280380;-2,63;6,75;2,54;7,67483
280390;-2,32;5,84;2,60;6,8031
280400;-2,32;5,01;2,37;6,00651
280410;-2,39;4,48;1,92;5,42572
280420;-2,47;4,02;1,69;5,01077
280430;-2,47;3,79;1,24;4,68994
280440;-2,61;4,02;0,35;4,80754
280450;-3,14;4,78;-0,17;5,71885
280460;-3,89;5,84;0,67;7,04648
280470;-3,22;6,30;2,16;7,39361
280480;-2,18;6,98;2,61;7,76226
280490;-2,33;8,19;2,54;8,88953
280500;-2,86;8,80;2,10;9,48693
280510;-3,30;8,72;2,26;9,59601
280520;-3,82;8,19;2,18;9,29893
280530;-4,64;8,12;1,66;9,49519
280540;-5,53;7,89;1,67;9,7776
280550;-6,57;7,43;2,58;10,24979
280560;-7,76;6,98;3,26;10,93214
280570;-8,21;6,90;3,86;11,39562
280580;-7,76;7,43;4,31;11,5783
280590;-7,92;8,88;3,65;12,43844
280600;-8,22;9,33;3,95;13,04431
280610;-7,92;10,09;4,10;13,46642
280620;-7,11;11,30;3,95;13,92404
280630;-6,37;12,21;3,95;14,32805
280640;-6,07;12,59;4,03;14,54772
280650;-6,07;12,52;4,40;14,59046
280660;-5,84;11,38;4,32;13,49969
280670;-5,91;9,48;3,78;11,79526
280680;-6,36;10,01;3,49;12,36384
280690;-6,14;11,00;4,02;13,22186
280700;-6,22;11,53;4,55;13,86548
280710;-6,44;11,61;4,85;14,1309
280720;-6,59;11,15;4,77;13,80143
280730;-6,73;10,70;4,47;13,40545
280740;-6,88;10,09;3,87;12,8085
280750;-6,80;9,63;3,27;12,23692
280760;-6,43;9,33;2,81;11,67457
280770;-6,21;9,03;2,66;11,27077
280780;-6,20;8,50;2,95;10,92531
280790;-5,98;7,89;3,10;10,37056
280800;-5,60;7,51;3,02;9,84338
280810;-5,08;7,05;2,93;9,17573
280820;-4,63;6,45;2,78;8,41039
280830;-4,41;6,07;2,47;7,89695
280840;-4,18;5,61;1,87;7,24518
280850;-3,81;5,01;1,34;6,43066
280860;-3,51;4,63;1,26;5,94195
280870;-3,21;4,93;1,41;6,04998
280880;-3,07;5,61;1,56;6,58352
280890;-2,92;6,07;1,94;7,00651
280900;-2,85;6,60;2,54;7,62229
280910;-3,00;7,05;2,92;8,20096
280920;-2,85;7,21;2,99;8,30632
280930;-2,70;6,98;2,69;7,95067
280940;-2,55;6,68;2,39;7,53333
280950;-2,55;6,14;2,01;6,94788
280960;-2,77;5,84;1,63;6,66672
280970;-3,07;5,76;1,49;6,69638
280980;-3,37;5,69;1,56;6,79174
280990;-3,59;5,61;1,71;6,87851
281000;-3,59;5,54;1,94;6,87634
281010;-3,29;5,84;2,16;7,04347
281020;-3,29;6,68;2,17;7,75254
281030;-3,15;7,21;2,32;8,1987
281040;-2,78;7,36;2,17;8,15671
281050;-2,70;7,43;1,79;8,10957
281060;-2,85;7,51;1,65;8,19874
281070;-3,15;7,51;1,65;8,30746
281080;-3,97;7,13;1,80;8,35522
281090;-5,30;6,68;2,03;8,76439
281100;-6,42;6,45;2,49;9,43279
281110;-7,01;6,37;2,80;9,87945
281120;-7,39;6,83;2,88;10,46132
281130;-7,17;7,81;3,03;11,02797
281140;-6,73;9,18;2,74;11,70405
281150;-6,81;10,70;2,45;12,91185
281160;-6,89;11,83;3,73;14,19004
281170;-6,96;12,67;4,79;15,22751
281180;-6,52;13,20;5,09;15,57493
281190;-6,52;13,27;5,61;15,81707
281200;-6,81;12,06;5,68;14,97109
281210;-6,51;9,79;4,76;12,67913
281220;-6,28;10,16;3,57;12,47016
281230;-5,62;11,23;3,42;13,01046
281240;-5,47;11,68;3,79;13,44487
281250;-5,62;11,61;4,24;13,57554
281260;-5,77;11,30;4,24;13,37939
281270;-6,14;10,85;4,09;13,11812
281280;-6,43;10,16;3,72;12,58964
281290;-6,43;9,71;3,41;12,13553
281300;-6,36;9,33;3,19;11,72941
281310;-6,35;9,03;3,11;11,46742
281320;-6,20;8,42;3,10;10,90881
281330;-5,98;7,96;2,95;10,38521
281340;-5,38;7,66;2,72;9,74851
281350;-4,86;7,13;2,56;8,99945
281360;-4,56;6,60;2,40;8,37263
281370;-4,33;6,14;2,10;7,80575
281380;-4,04;5,69;1,57;7,14853
281390;-3,74;5,16;1,34;6,50693
281400;-3,44;4,78;1,48;6,06867
281410;-3,14;5,08;1,56;6,17262
281420;-2,84;5,61;1,56;6,48216
281430;-2,47;6,07;1,78;6,79057
281440;-2,40;6,52;2,31;7,32433
281450;-2,55;7,05;2,76;7,99411
281460;-2,70;7,21;2,84;8,20289
281470;-2,78;7,28;2,77;8,26982
281480;-2,70;7,05;2,54;7,96872
281490;-2,70;6,68;2,16;7,51761
281500;-2,85;6,37;1,79;7,20336
281510;-3,00;6,14;1,71;7,04625
281520;-3,07;5,92;1,79;6,89938
281530;-3,22;5,92;1,86;6,98679
281540;-3,14;5,99;2,01;7,0588
281550;-3,15;6,45;2,16;7,49251
281560;-3,30;6,90;2,47;8,03683
281570;-3,45;7,05;2,62;8,27627
281580;-3,60;7,51;2,25;8,6239
281590;-3,97;7,81;1,51;8,89135
281600;-4,34;7,28;1,43;8,59613
281610;-4,93;6,22;1,80;8,13905
281620;-5,60;5,46;2,18;8,11674
281630;-6,12;5,16;2,48;8,37621
281640;-6,19;5,69;2,78;8,85755
281650;-5,97;6,60;2,94;9,37312
281660;-5,90;7,51;2,72;9,93034
281670;-5,68;8,57;2,80;10,65826
281680;-5,24;9,71;3,03;11,44149
281690;-5,55;11,38;2,37;12,87685
281700;-6,29;12,14;3,13;14,0245
281710;-7,26;12,29;4,56;14,9838
281720;-7,71;12,29;5,39;15,47351
281730;-7,78;12,36;5,77;15,70502
281740;-7,56;11,91;5,61;15,17896
281750;-6,81;10,16;4,77;13,12817
281760;-6,51;10,92;4,10;13,35924
281770;-5,99;11,99;4,17;14,03533
281780;-5,77;12,21;4,55;14,2524
281790;-5,77;12,06;4,62;14,14724
281800;-5,99;11,53;4,32;13,69365
281810;-6,36;10,77;3,87;13,09374
281820;-6,58;9,94;3,49;12,41936
281830;-6,73;9,25;3,41;11,93863
281840;-6,80;8,57;3,48;11,48128
281850;-6,80;7,81;3,40;10,89995
281860;-6,35;7,36;3,17;10,22175
281870;-5,68;6,98;2,86;9,44051
281880;-5,01;6,68;2,71;8,77144
281890;-4,41;6,22;2,40;7,99238
281900;-4,04;5,84;1,87;7,34004
281910;-3,74;5,46;1,26;6,73631
281920;-3,44;5,01;1,11;6,17257
281930;-3,14;4,93;1,11;5,94805
281940;-2,84;5,31;1,03;6,10975
281950;-2,47;5,76;1,26;6,39605
281960;-2,25;6,30;1,71;6,8996
281970;-2,33;6,90;2,16;7,59784
281980;-2,40;7,28;2,54;8,07795
281990;-2,55;7,43;2,77;8,33175
282000;-2,70;7,59;2,77;8,51471
282010;-2,85;7,51;2,69;8,47177
282020;-3,07;7,05;2,47;8,08043
282030;-3,29;6,60;2,17;7,68721
282040;-3,59;6,07;2,02;7,33301
282050;-3,74;5,76;2,02;7,15885
282060;-3,96;5,46;2,02;7,03963
282070;-3,89;5,46;2,01;6,998
282080;-3,74;5,84;2,09;7,24198
282090;-3,59;6,37;2,24;7,64957
282100;-3,22;6,75;2,47;7,87594
282110;-2,92;7,05;2,24;7,95835
282120;-3,00;7,28;1,87;8,09411
282130;-3,22;7,28;1,65;8,13131
282140;-3,67;7,36;1,58;8,37083
282150;-4,12;7,21;1,65;8,46121
282160;-4,86;6,90;2,03;8,6814
282170;-5,53;6,52;2,71;8,96799
282180;-6,05;6,30;3,01;9,23327
282190;-6,64;6,52;3,02;9,78673
282200;-6,79;7,21;3,10;10,37732
282210;-6,35;8,04;3,10;10,70422
282220;-6,51;9,71;2,44;11,93928
282230;-7,18;10,62;3,13;13,19368
282240;-7,55;11,45;3,88;14,25982
282250;-7,34;12,52;4,64;15,23065
282260;-7,04;12,97;5,01;15,58636
282270;-7,04;12,97;5,39;15,71101
282280;-6,81;11,53;5,38;14,43015
282290;-6,36;9,71;4,31;12,3802
282300;-6,06;10,54;3,57;12,67439
282310;-5,62;11,61;3,79;13,44165
282320;-5,55;11,99;4,10;13,82703
282330;-5,55;11,99;4,10;13,82703
282340;-5,92;11,53;4,17;13,6143
282350;-6,44;10,62;3,94;13,02795
282360;-6,88;9,79;3,34;12,41862
282370;-6,95;9,41;2,67;11,9957
282380;-6,80;9,10;2,59;11,65323
282390;-6,72;8,57;2,81;11,24985
282400;-6,65;8,19;2,88;10,93675
282410;-6,13;7,89;2,87;10,39329
282420;-5,46;7,59;2,79;9,7514
282430;-4,86;7,28;2,86;9,2093
282440;-4,41;6,68;2,63;8,42019
282450;-4,11;6,14;1,95;7,64434
282460;-3,89;5,54;1,34;6,89545
282470;-3,44;4,93;1,11;6,11054
282480;-3,14;4,70;0,95;5,73288
282490;-2,92;5,01;0,80;5,84889
282500;-2,70;5,61;0,96;6,29942
282510;-2,62;6,30;1,71;7,03049
282520;-2,63;6,98;2,39;7,82916
282530;-2,70;7,05;2,69;8,01746
282540;-2,63;6,75;2,69;7,72571
282550;-2,55;6,45;2,46;7,35581
282560;-2,55;5,76;2,08;6,63606
282570;-2,62;5,16;1,55;5,98939
282580;-2,84;4,93;1,10;5,79593
282590;-2,92;4,85;0,95;5,74167
282600;-3,07;5,16;0,88;6,06427
282610;-3,07;5,54;1,18;6,43947
282620;-2,62;5,99;1,56;6,72356
282630;-2,40;6,83;1,64;7,41892
282640;-2,26;7,36;1,71;7,88342
282650;-2,41;7,66;1,57;8,1811
282660;-2,85;7,96;1,42;8,57845
282670;-3,75;8,04;1,51;8,99679
282680;-5,01;7,89;1,97;9,54892
282690;-6,27;7,36;2,50;9,98554
282700;-7,46;6,75;3,18;10,55229
282710;-8,35;6,52;3,63;11,20403
282720;-8,65;6,68;3,79;11,56488
282730;-8,13;7,13;3,86;11,48366
282740;-7,84;8,27;3,12;11,81156
282750;-7,47;9,33;2,67;12,24719
282760;-7,03;10,16;3,05;12,72729
282770;-6,59;11,53;3,13;13,64213
282780;-6,29;12,82;3,96;14,81914
282790;-6,37;13,35;4,79;15,54728
282800;-6,52;13,20;5,31;15,64985
282810;-6,21;11,08;4,84;13,59122
282820;-6,73;10,54;4,02;13,14018
282830;-6,51;11,23;3,95;13,56506
282840;-6,29;11,61;4,25;13,86785
282850;-6,29;11,61;4,25;13,86785
282860;-6,51;11,30;4,17;13,69539
282870;-6,88;10,54;3,87;13,17257
282880;-6,95;9,79;3,27;12,44011
282890;-6,80;9,25;2,66;11,78928
282900;-6,73;8,95;2,51;11,47452
282910;-6,65;8,34;2,73;11,01317
282920;-6,50;7,89;2,88;10,61766
282930;-5,98;7,59;2,87;10,07441
282940;-5,31;7,36;2,86;9,51188
282950;-4,78;7,05;2,78;8,96577
282960;-4,41;6,60;2,48;8,31417
282970;-4,19;6,14;1,87;7,66574
282980;-3,89;5,76;1,42;7,09455
282990;-3,51;5,31;1,26;6,4892
283000;-3,21;4,93;1,11;5,98761
283010;-2,99;5,23;0,88;6,09151
283020;-2,77;5,61;0,88;6,32068
283030;-2,55;5,99;1,26;6,63147
283040;-2,62;6,52;1,94;7,29267
283050;-2,55;6,68;2,54;7,58218
283060;-2,63;6,75;2,76;7,75211
283070;-2,63;6,68;2,69;7,65904
283080;-2,70;6,37;2,46;7,34305
283090;-2,85;5,99;2,01;6,93067
283100;-3,14;5,76;1,64;6,76529
283110;-3,37;5,69;1,49;6,77489
283120;-3,37;5,69;1,49;6,77489
283130;-3,22;5,92;1,64;6,93022
283140;-3,14;6,37;2,01;7,38448
283150;-3,00;6,83;2,32;7,80642
283160;-3,07;7,21;2,24;8,14894
283170;-3,15;7,43;2,02;8,32129
283180;-3,45;7,74;1,88;8,67539
283190;-4,04;7,74;1,73;8,89917
283200;-4,71;7,36;1,81;8,9214
283210;-5,60;6,90;2,19;9,15464
283220;-6,27;6,60;2,64;9,47811
283230;-6,87;6,60;2,95;9,96833
283240;-7,31;6,75;3,18;10,44715
283250;-7,54;7,05;3,55;10,9177
283260;-7,02;7,74;3,78;11,10893
283270;-6,80;9,25;2,81;11,82407
283280;-6,73;10,24;2,82;12,57443
283290;-6,88;10,77;3,50;13,25215
283300;-6,81;11,68;3,73;14,02644
283310;-6,59;12,59;4,26;14,83679
283320;-6,67;12,82;4,79;15,22033
283330;-6,59;11,68;5,00;14,31284
283340;-6,36;9,79;4,39;12,46609
283350;-6,36;10,24;3,79;12,63591
283360;-6,06;11,00;3,94;13,16424
283370;-5,99;11,45;4,25;13,60569
283380;-5,99;11,45;4,25;13,60569
283390;-6,14;11,00;4,09;13,24485
283400;-6,51;10,24;3,64;12,66791
283410;-6,73;9,56;3,12;12,09568
283420;-6,65;9,10;2,74;11,60091
283430;-6,58;8,80;2,66;11,30264
283440;-6,57;8,27;2,73;10,9101
283450;-6,50;7,81;2,73;10,52131
283460;-5,98;7,66;2,80;10,11104
283470;-5,38;7,59;2,72;9,68807
283480;-4,79;7,36;2,71;9,18479
283490;-4,34;6,98;2,48;8,58152
283500;-4,11;6,45;2,10;7,92931
283510;-3,89;6,07;1,49;7,35944
283520;-3,66;5,76;1,27;6,94561
283530;-3,44;5,31;1,34;6,46433
283540;-3,14;5,01;1,26;6,04056
283550;-3,07;5,39;1,11;6,29494
283560;-2,92;5,76;1,26;6,5825
283570;-2,70;6,07;1,78;6,87557
283580;-2,62;6,37;2,24;7,24327
283590;-2,77;6,60;2,46;7,56953
283600;-3,07;6,60;2,54;7,70905
283610;-3,15;6,52;2,54;7,67412
283620;-3,22;6,37;2,39;7,52721
283630;-3,22;6,22;2,01;7,28698
283640;-3,22;6,22;1,79;7,22803
283650;-3,15;6,45;1,79;7,39317
283660;-3,00;6,60;1,94;7,50217
283670;-2,92;6,83;2,02;7,69405
283680;-2,92;7,05;1,94;7,87909
283690;-3,07;7,13;1,72;7,95206
283700;-3,67;7,51;1,58;8,50535
283710;-4,19;7,43;1,58;8,67767
283720;-4,86;6,83;1,88;8,58642
283730;-5,23;6,60;2,26;8,7171
283740;-5,45;6,45;2,63;8,84364
283750;-5,97;6,75;2,87;9,45838
283760;-6,64;7,05;3,02;10,15057
283770;-7,32;7,28;3,25;10,82244
283780;-7,09;7,74;3,48;11,05813
283790;-6,87;8,88;2,74;11,5546
283800;-7,10;9,79;2,82;12,41462
283810;-7,03;10,16;3,35;12,80216
283820;-6,81;11,08;3,58;13,48328
283830;-6,59;12,14;4,03;14,38619
283840;-6,52;12,59;4,71;14,9394
283850;-6,44;12,29;5,00;14,74861
283860;-6,06;10,32;4,46;12,77052
283870;-6,43;9,94;3,64;12,38374
283880;-6,36;10,85;3,65;13,0922
283890;-6,14;11,76;4,02;13,86115
283900;-6,14;12,06;4,18;14,16486
283910;-6,29;11,61;4,10;13,82263
283920;-6,81;10,85;3,72;13,33696
283930;-7,03;10,16;3,35;12,80216
283940;-6,95;9,71;2,89;12,28676
283950;-6,88;9,41;2,82;11,98651
283960;-6,87;8,72;2,89;11,47482
283970;-6,65;8,19;2,88;10,93675
283980;-6,13;7,81;2,87;10,33562
283990;-5,53;7,59;2,87;9,81493
284000;-5,01;7,13;2,78;9,14645
284010;-4,56;6,52;2,48;8,33484
284020;-4,33;5,92;1,65;7,51553
284030;-4,03;5,54;1,34;6,98067
284040;-3,51;5,01;1,41;6,27452
284050;-3,06;4,93;1,03;5,89507
284060;-2,77;5,46;0,73;6,16638
284070;-2,62;6,22;0,81;6,79887
284080;-2,70;6,83;1,49;7,49009
284090;-2,55;6,83;2,09;7,58007
284100;-2,48;6,52;2,23;7,3257
284110;-2,47;6,14;2,23;6,98937
284120;-2,55;5,92;2,08;6,76881
284130;-2,47;5,54;1,70;6,29797
284140;-2,62;5,31;1,25;6,051
284150;-2,69;5,23;1,03;5,97439
284160;-2,92;5,16;0,96;6,00167
284170;-3,36;5,54;0,96;6,54969
284180;-3,74;5,84;1,42;7,07696
284190;-3,37;6,14;2,01;7,28983
284200;-3,30;6,98;2,24;8,03648
284210;-3,30;7,51;2,47;8,56607
284220;-3,37;7,89;2,18;8,85057
284230;-3,45;8,19;1,80;9,06967
284240;-3,30;8,27;1,58;9,04119
284250;-3,52;7,96;1,65;8,86393
284260;-4,27;7,66;1,73;8,93781
284270;-5,23;7,05;2,11;9,03151
284280;-6,42;6,60;2,57;9,55746
284290;-7,61;6,60;3,18;10,56183
284300;-8,28;6,75;3,63;11,2842
284310;-8,28;7,13;4,01;11,6401
284320;-8,36;8,19;3,34;12,17295
284330;-8,07;8,95;2,97;12,40957
284340;-7,70;9,48;3,35;12,6619
284350;-7,11;10,70;3,20;13,23293
284360;-6,37;12,06;3,73;14,1383
284370;-6,07;12,90;4,33;14,89616
284380;-6,22;13,05;5,01;15,29723
284390;-5,99;11,99;5,00;14,30239
284400;-6,28;10,24;4,24;12,74064
284410;-6,66;10,92;3,95;13,38809
284420;-6,59;11,68;4,25;14,06865
284430;-6,66;11,76;4,63;14,28383
284440;-6,74;11,53;4,55;14,10799
284450;-6,96;10,92;4,18;13,6067
284460;-7,25;10,16;3,65;13,00737
284470;-7,10;9,56;3,19;12,32646
284480;-6,73;9,10;2,81;11,66217
284490;-6,57;8,04;2,95;10,79719
284500;-6,42;6,98;3,10;9,97501
284510;-6,35;7,66;2,87;10,35667
284520;-5,75;7,43;2,79;9,80519
284530;-5,16;7,13;2,86;9,25207
284540;-4,71;6,68;2,70;8,60421
284550;-4,41;6,30;2,32;8,02915
284560;-4,11;5,76;1,64;7,26684
284570;-3,74;5,16;1,26;6,49194
284580;-3,29;4,85;1,26;5,99527
284590;-2,99;5,08;1,11;5,99949
284600;-2,84;5,61;1,03;6,37645
284610;-2,77;5,99;1,48;6,76644
284620;-2,77;6,45;2,24;7,36567
284630;-2,92;6,68;2,69;7,76688
284640;-2,92;6,45;2,76;7,59768
284650;-2,85;6,22;2,54;7,29482
284660;-2,70;5,76;2,31;6,76829
284670;-2,55;5,39;1,85;6,2374
284680;-2,62;5,23;1,48;6,03531
284690;-2,62;5,31;1,18;6,03592
284700;-2,77;5,61;1,18;6,36948
284710;-3,07;5,92;1,41;6,81195
284720;-3,07;6,14;1,79;7,09654
284730;-2,92;6,83;2,02;7,69405
284740;-3,00;7,66;2,17;8,50932
284750;-3,00;8,04;2,25;8,87196
284760;-3,15;8,12;2,03;8,93884
284770;-3,15;7,96;1,88;8,76718
284780;-3,45;7,74;1,88;8,67539
284790;-4,04;7,43;1,80;8,65064
284800;-4,93;6,90;2,03;8,72326
284810;-6,05;6,30;2,34;9,03589
284820;-6,86;5,84;2,94;9,47923
284830;-7,46;5,76;3,47;10,04422
284840;-7,91;6,30;4,00;10,86958
284850;-7,39;7,36;3,71;11,0657
284860;-7,25;9,03;2,67;11,87835
284870;-7,25;10,16;2,90;12,81749
284880;-7,33;11,30;3,43;13,90118
284890;-6,81;12,36;3,81;14,62169
284900;-6,52;13,12;4,11;15,21904
284910;-6,74;13,20;4,79;15,5754
284920;-6,89;12,44;5,31;15,17839
284930;-6,29;10,32;4,77;12,98562
284940;-6,28;10,24;3,87;12,6208
284950;-5,99;11,08;3,79;13,15
284960;-5,99;11,61;4,02;13,66674
284970;-6,07;11,53;4,17;13,68002
284980;-6,29;11,15;4,17;13,46323
284990;-6,44;10,62;4,09;13,07414
285000;-6,66;9,79;3,64;12,38083
285010;-6,80;9,18;2,81;11,76445
285020;-6,58;9,03;2,36;11,4149
285030;-6,20;8,80;2,36;11,02101
285040;-6,13;8,34;2,58;10,66844
285050;-6,05;7,89;2,72;10,30835
285060;-5,68;7,59;2,64;9,83711
285070;-5,16;7,28;2,64;9,30462
285080;-4,56;6,83;2,55;8,59714
285090;-4,11;6,37;2,25;7,90868
285100;-3,89;6,07;1,79;7,42592
285110;-3,66;5,61;1,41;6,84948
285120;-3,59;5,16;1,34;6,42235
285130;-3,44;4,93;1,41;6,17176
285140;-3,36;5,16;1,33;6,30013
285150;-3,22;5,61;1,19;6,57667
285160;-3,07;5,92;1,49;6,82787
285170;-2,85;6,14;1,86;7,02197
285180;-2,85;6,45;2,01;7,32921
285190;-3,00;6,60;2,01;7,5219
285200;-3,07;6,68;2,09;7,63903
285210;-3,07;6,52;2,09;7,50589
285220;-2,92;6,30;1,94;7,20495
285230;-2,85;6,14;1,79;7,00248
285240;-2,92;6,14;1,86;7,05255
285250;-3,07;6,22;1,86;7,18178
285260;-3,37;6,37;1,87;7,44413
285270;-3,37;6,37;1,87;7,44413
285280;-3,22;6,45;1,72;7,40746
285290;-3,00;6,52;1,19;7,2761
285300;-3,00;6,52;0,74;7,21617
285310;-3,44;6,52;0,89;7,42987
285320;-3,96;6,30;1,27;7,54638
285330;-4,78;6,14;1,58;7,94255
285340;-5,67;6,14;2,26;8,662
285350;-6,72;6,52;3,09;9,86106
285360;-7,84;7,13;3,71;11,22346
285370;-8,28;7,74;4,39;12,15521
285380;-8,51;8,95;3,95;12,96831
285390;-8,29;9,94;3,51;13,40844
285400;-8,30;10,62;3,89;14,02367
285410;-7,78;11,30;3,74;14,21855
285420;-6,96;11,91;3,73;14,29012
285430;-6,52;12,14;3,96;14,33157
285440;-6,44;12,06;4,25;14,31885
285450;-6,14;11,30;4,25;13,54486
285460;-5,91;9,71;3,71;11,95584
285470;-6,36;10,32;3,34;12,57083
285480;-6,36;11,45;3,72;13,62214
285490;-6,51;11,99;4,25;14,28877
285500;-6,81;11,83;4,56;14,39297
285510;-7,03;11,38;4,48;14,10615
285520;-7,25;10,70;4,18;13,58096
285530;-7,18;9,86;3,35;12,64608
285540;-7,17;9,33;2,52;12,03559
285550;-6,95;8,95;2,21;11,54584
285560;-6,80;8,34;2,28;11,00215
285570;-6,65;7,66;2,50;10,4467
285580;-6,27;7,36;2,57;10,00456
285590;-5,68;7,13;2,72;9,50981
285600;-5,08;6,83;2,78;8,95298
285610;-4,63;6,30;2,48;8,19836
285620;-4,41;5,76;1,80;7,47469
285630;-4,03;5,46;1,27;6,90641
285640;-3,51;5,01;1,33;6,25812
285650;-2,91;4,63;1,10;5,57788
285660;-2,77;4,93;0,58;5,68279
285670;-2,62;5,61;0,51;6,21542
285680;-2,47;6,22;1,11;6,78504
285690;-2,48;6,68;1,79;7,34003
285700;-2,63;6,75;2,09;7,53805
285710;-2,77;6,52;2,01;7,36798
285720;-2,85;6,22;1,86;7,08882
285730;-2,85;5,84;1,48;6,66325
285740;-2,92;5,61;1,11;6,42247
285750;-3,07;5,54;0,96;6,40192
285760;-3,22;5,61;1,11;6,56358
285770;-3,22;5,61;1,34;6,60535
285780;-3,07;5,99;1,71;6,94581
285790;-3,22;6,83;2,02;7,81249
285800;-3,15;7,28;2,40;8,28694
285810;-3,22;7,66;2,17;8,5911
285820;-3,37;7,89;1,73;8,75101
285830;-3,30;7,74;1,35;8,51824
285840;-3,74;7,59;1,28;8,55471
285850;-4,56;7,13;1,43;8,5843
285860;-5,68;6,60;1,96;8,92199
285870;-6,42;6,22;2,57;9,2983
285880;-7,16;6,22;3,17;10,00189
285890;-7,91;6,37;3,48;10,73344
285900;-7,98;6,90;3,86;11,23576
285910;-7,69;7,96;3,34;11,56208
285920;-7,40;9,33;2,67;12,20197
285930;-7,25;10,16;3,05;12,85201
285940;-6,96;11,45;3,13;13,76295
285950;-6,52;12,52;3,66;14,57702
