4,435285	4,833202	6,651368	7,352442	8,120214	8,854300	10,607045	11,844893	11,566930	13,081434	
4,833202	4,833202	5,432018	7,009814	7,352442	4,435285	10,607045	11,081094	11,397020	11,844893	
4,435285	4,833202	4,833202	5,432018	7,009814	7,352442	10,607045	11,081094	11,397020	11,844893	
5,432018	5,487101	6,335647	7,009814	7,352442	4,435285	10,607045	10,607045	11,844893	11,844893	
4,435285	5,432018	5,487101	6,335647	7,009814	7,352442	10,607045	10,607045	11,844893	11,844893	
3,529658	5,432018	5,432018	5,487101	7,009814	7,352442	4,435285	10,607045	11,844893	13,083557	
3,529658	4,435285	5,432018	5,432018	5,487101	7,009814	7,352442	10,607045	11,844893	13,083557	
3,529658	4,435285	4,435285	5,432018	5,487101	6,335647	3,529658	7,009814	11,322924	13,083557	
3,529658	3,529658	4,435285	4,435285	5,432018	5,487101	6,335647	7,009814	11,322924	13,083557	
3,529658	3,529658	4,435285	4,435285	5,432018	3,529658	9,368297	10,042881	11,652465	13,083557	
3,529658	3,529658	3,529658	4,435285	4,435285	5,432018	9,368297	10,042881	11,652465	13,083557	
3,529658	3,529658	3,529658	3,529658	4,435285	3,529658	9,818892	9,378322	11,127445	13,083557	
3,529658	3,529658	3,529658	3,529658	3,529658	4,435285	9,378322	9,818892	11,127445	13,083557	
3,529658	3,529658	3,529658	3,529658	3,529658	3,529658	4,435285	3,529658	9,378322	11,127445	
3,529658	3,529658	3,529658	3,529658	3,529658	3,529658	3,529658	4,435285	9,378322	11,127445	
2,899088	3,529658	3,529658	3,529658	3,529658	3,529658	3,529658	3,529658	3,529658	9,378322	
2,899088	3,529658	3,529658	3,529658	3,529658	3,529658	3,529658	3,529658	3,529658	9,378322	
2,899088	3,529658	3,529658	3,529658	3,529658	3,529658	3,529658	2,899088	7,216505	9,378322	
2,899088	2,899088	3,529658	3,529658	3,529658	3,529658	3,529658	3,529658	7,216505	9,378322	
2,899088	2,899088	2,899088	2,899088	3,529658	3,529658	3,529658	3,529658	2,899088	8,082795	
2,899088	2,899088	2,899088	2,899088	2,899088	3,529658	3,529658	3,529658	3,529658	8,082795	
2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	3,529658	2,899088	8,082795	7,703686	
2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	3,529658	7,703686	8,082795	
2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	3,529658	3,529658	2,899088	8,082795	
2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	3,529658	3,529658	8,082795	
2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	3,529658	2,899088	
2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	3,529658	
2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	3,529658	5,371295	2,899088	
2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	3,529658	5,371295	
2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	5,371295	2,899088	7,802361	
2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	5,371295	7,802361	
2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	7,802361	7,802361	7,602117	
2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	7,602117	7,802361	7,802361	
2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	6,168942	7,802361	7,602117	
2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	6,168942	7,602117	7,802361	
2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	11,123386	
2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	2,899088	11,123386	
