5,058027	8,206534	8,644093	8,859364	8,774317	9,937749	10,945444	10,051067	10,581351	11,578774	
3,726472	6,467280	6,570565	5,515854	7,770790	7,649517	10,151170	10,151170	10,594481	10,594481	
3,726472	5,515854	6,467280	6,570565	7,649517	7,770790	10,151170	10,151170	10,594481	10,594481	
3,184653	5,532261	6,398622	6,495350	6,495350	8,624090	8,466575	7,652128	10,151170	10,594481	
3,184653	5,532261	6,398622	6,495350	6,495350	7,652128	8,466575	8,624090	10,151170	10,594481	
2,894528	2,894528	3,940623	3,288339	3,780361	4,000571	4,920568	7,877745	8,294012	9,850830	
2,894528	2,894528	3,288339	3,780361	3,940623	4,000571	4,920568	7,877745	8,294012	9,850830	
0,624400	0,624400	0,624400	1,927801	2,894528	3,057968	5,032029	4,742426	5,998233	6,133179	
0,624400	0,624400	0,624400	1,927801	2,894528	3,057968	4,742426	5,032029	5,998233	6,133179	
0,624400	1,263318	2,590418	3,296749	3,296749	3,296749	3,296749	3,273342	2,762404	4,066828	
0,624400	1,263318	2,590418	2,762404	3,273342	3,296749	3,296749	3,296749	3,296749	4,066828	
0,353681	0,828010	1,955180	2,099768	2,099768	3,041157	3,171587	3,378256	3,260479	3,236776	
0,353681	0,828010	1,955180	2,099768	2,099768	3,041157	3,171587	3,236776	3,260479	3,378256	
1,043621	1,200068	1,395270	1,395270	1,451631	1,451631	2,099768	2,630790	2,787427	2,819487	
1,043621	1,200068	1,395270	1,395270	1,451631	1,451631	2,099768	2,630790	2,787427	2,819487	
1,088845	1,088845	1,088845	1,216121	1,216121	1,236308	1,236308	1,393275	1,781558	2,480315	
1,088845	1,088845	1,088845	1,216121	1,216121	1,236308	1,236308	1,393275	1,781558	2,480315	
1,088845	1,088845	1,088845	1,136497	1,136497	1,136497	1,161141	1,218010	1,218010	1,301556	
1,088845	1,088845	1,088845	1,136497	1,136497	1,136497	1,161141	1,218010	1,218010	1,301556	
1,108515	1,108515	1,108515	1,108515	1,124601	1,146727	1,146727	1,176968	1,176968	1,218010	
1,108515	1,108515	1,108515	1,108515	1,124601	1,146727	1,146727	1,176968	1,176968	1,218010	
1,108515	1,108515	1,108515	1,116035	1,127532	1,141085	1,141085	1,146727	1,180773	1,197422	
1,108515	1,108515	1,108515	1,116035	1,127532	1,141085	1,141085	1,146727	1,180773	1,197422	
1,112143	1,118001	1,124375	1,124375	1,127532	1,127532	1,134054	1,143775	1,143775	1,160851	
1,112143	1,118001	1,124375	1,124375	1,127532	1,127532	1,134054	1,143775	1,143775	1,160851	
1,118001	1,119730	1,122761	1,122761	1,124375	1,127532	1,129209	1,129209	1,130729	1,135548	
1,118001	1,119730	1,122761	1,122761	1,124375	1,127532	1,129209	1,129209	1,130729	1,135548	
1,118857	1,121229	1,121229	1,121229	1,125145	1,125921	1,126791	1,126791	1,127532	1,129961	
1,118857	1,121229	1,121229	1,121229	1,125145	1,125921	1,126791	1,126791	1,127532	1,129961	
1,121229	1,121229	1,123539	1,123921	1,123921	1,123921	1,124371	1,125521	1,125521	1,127122	
1,121229	1,121229	1,123539	1,123921	1,123921	1,123921	1,124371	1,125521	1,125521	1,127122	
1,121229	1,122797	1,123357	1,123921	1,124136	1,124528	1,124721	1,125319	1,125521	10,548744	
1,121229	1,122797	1,123357	1,123921	1,124136	1,124528	1,124721	1,125319	1,125521	10,548744	
1,122288	1,122553	1,122553	1,122673	1,123461	1,124147	1,124223	6,509090	6,509090	11,146782	
1,122288	1,122553	1,122553	1,122673	1,123461	1,124147	1,124223	6,509090	6,509090	11,146782	
1,122419	1,122553	1,122874	1,123007	1,123215	1,123350	1,123385	1,123385	7,998874	7,998874	
1,122419	1,122553	1,122874	1,123007	1,123215	1,123350	1,123385	1,123385	7,998874	7,998874	
1,122712	1,122884	1,123044	1,123044	1,123044	1,123126	1,123178	1,123366	1,123366	9,319863	
1,122712	1,122884	1,123044	1,123044	1,123044	1,123126	1,123178	1,123366	1,123366	9,319863	
1,122878	1,122945	1,122964	1,122964	1,123039	1,123085	1,123111	1,123204	1,123246	7,521630	
1,122878	1,122945	1,122964	1,122964	1,123039	1,123085	1,123111	1,123204	1,123246	7,521630	
1,122912	1,122912	1,122921	1,122921	1,123001	1,123015	1,123037	1,123142	4,582684	8,870275	
1,122912	1,122912	1,122921	1,122921	1,123001	1,123015	1,123037	1,123142	4,582684	8,870275	
1,122912	1,122912	1,122963	1,122963	1,122968	1,122979	1,123008	1,123031	5,674944	5,960377	
1,122912	1,122912	1,122963	1,122963	1,122968	1,122979	1,123008	1,123031	5,674944	5,960377	
1,122912	1,122938	1,122940	1,122940	1,122945	1,122960	1,122994	1,122997	3,388454	3,388467	
1,122912	1,122938	1,122940	1,122940	1,122945	1,122960	1,122994	1,122997	3,388454	3,388467	
1,122925	1,122926	1,122936	1,122943	1,122953	1,122969	1,122969	1,122969	3,132530	3,132551	
1,122925	1,122926	1,122936	1,122943	1,122953	1,122969	1,122969	1,122969	3,132530	3,132551	
1,122925	1,122934	1,122944	1,122944	1,122956	1,122956	1,122969	2,062399	2,062451	7,435963	
1,122925	1,122934	1,122944	1,122944	1,122956	1,122956	1,122969	2,062399	2,062451	7,435963	
1,122935	1,122939	1,122940	1,122945	1,122947	1,122950	1,122957	1,441619	4,627652	4,627658	
1,122935	1,122939	1,122940	1,122945	1,122947	1,122950	1,122957	1,441619	4,627652	4,627658	
1,122937	1,122942	1,122942	1,122942	1,122943	1,122944	1,122946	1,122946	1,122948	3,124979	
1,122937	1,122942	1,122942	1,122942	1,122943	1,122944	1,122946	1,122946	1,122948	3,124979	
1,122939	1,122939	1,122939	1,122941	1,122942	1,122942	1,122943	1,122945	2,939557	7,314709	
1,122939	1,122939	1,122939	1,122941	1,122942	1,122942	1,122943	1,122945	2,939557	7,314709	
1,122939	1,122940	1,122940	1,122941	1,122941	1,122941	5,516180	5,516180	5,516180	5,516180	
1,122939	1,122940	1,122940	1,122941	1,122941	1,122941	5,516180	5,516180	5,516180	5,516180	
1,122940	1,122940	1,122941	1,122941	1,122941	1,122941	2,834524	2,834524	2,834524	5,516180	
1,122940	1,122940	1,122941	1,122941	1,122941	1,122941	2,834524	2,834524	2,834524	5,516180	
1,122940	1,122940	1,122941	3,089971	3,089971	3,089971	2,834524	2,834524	2,834524	11,163584	
1,122940	1,122940	1,122941	2,834524	2,834524	2,834524	3,089971	3,089971	3,089971	11,163584	
1,122940	1,122940	1,122940	1,122941	1,122941	2,381841	3,089971	3,089971	3,089971	3,204511	
1,122940	1,122940	1,122940	1,122941	1,122941	2,381841	3,089971	3,089971	3,089971	3,204511	
1,122940	1,122940	1,122940	1,122940	1,122941	2,381841	2,381841	2,861067	2,861067	2,861067	
1,122940	1,122940	1,122940	1,122940	1,122941	2,381841	2,381841	2,861067	2,861067	2,861067	
1,122940	1,122940	1,122940	1,122940	1,806832	1,806832	1,806832	2,156818	2,861067	10,217417	
1,122940	1,122940	1,122940	1,122940	1,806832	1,806832	1,806832	2,156818	2,861067	10,217417	
1,122940	1,122940	1,122940	1,122940	1,122940	1,472593	1,472593	1,472593	1,472593	1,806832	
1,122940	1,122940	1,122940	1,122940	1,122940	1,472593	1,472593	1,472593	1,472593	1,806832	
1,122940	1,122940	1,122940	1,122940	1,122940	1,298571	1,298571	1,472593	1,642646	6,723871	
1,122940	1,122940	1,122940	1,122940	1,122940	1,298571	1,298571	1,472593	1,642646	6,723871	
1,122940	1,122940	1,122940	1,210792	1,385941	1,385941	2,024292	3,765032	3,765032	10,987619	
1,122940	1,122940	1,122940	1,210792	1,385941	1,385941	2,024292	3,765032	3,765032	10,987619	
1,122940	1,166853	1,166853	1,254712	1,254712	1,254712	1,385941	1,558884	3,540679	7,975924	
1,122940	1,166853	1,166853	1,254712	1,254712	1,254712	1,385941	1,558884	3,540679	7,975924	
1,144891	1,188822	1,210792	1,210792	1,210792	1,210792	1,210792	2,459698	4,808066	6,762777	
1,144891	1,188822	1,210792	1,210792	1,210792	1,210792	1,210792	2,459698	4,808066	6,762777	
1,166853	1,177837	1,210792	1,210792	1,210792	1,210792	3,372554	3,603980	3,858082	3,879306	
1,166853	1,177837	1,210792	1,210792	1,210792	1,210792	3,372554	3,603980	3,858082	3,879306	
1,172345	1,194314	1,210792	1,210792	2,309869	2,319849	2,665543	3,542931	3,542931	3,467618	
1,172345	1,194314	1,210792	1,210792	2,309869	2,319849	2,665543	3,467618	3,542931	3,542931	
1,202553	1,210792	1,210792	1,586356	1,699981	1,708790	2,550949	2,555369	2,555369	3,113285	
1,202553	1,210792	1,210792	1,586356	1,699981	1,708790	2,550949	2,555369	2,555369	3,113285	
1,210792	1,321566	1,321566	1,323340	1,584038	1,709602	1,712910	1,716219	2,076373	2,432010	
